Fall 2014 courses|||||||||||
|||||||||||
Section Name|Min Cred|Max Cred|Short Title|Faculty First Name|Faculty Last Names (all faculty)|Building|Room|Start Time|End Time|Days|7 Wks
ENG-260-A|4||Shakespeare|Nancy|Simpson-Younger|MAIN|116B|11:00AM|12:00PM|MWF|
ENG-260-B|4||Shakespeare|Lindsey|Row-Heyveld|MAIN|116B|12:15PM|01:15PM|MWF|
ENG-314-A|4||Rhetoric Hist/Theory/Practice|David|Faldet|MAIN|114|01:30PM|02:30PM|MWF|
ENG-353-A|4||American Lit 1860 To Present|||MAIN|113|01:30PM|02:30PM|MWF|
ENG-364-A|4||Rest & 18 Cent Brit Lit|Nicholas|Preus|LARS|120|11:00AM|12:30PM|TR|
ENG-366-A|4||The Victorians|David|Faldet|MAIN|114|12:45PM|02:15PM|TR|
ENG-485-A|4||Sem:Nat Sons Amer/SAf Nov|Martin|Klammer|MAIN|114|02:30PM|04:00PM|TR|
ENG-490-A|1|4|Senior Project|Amy|Weldon,Preus,Klammer|ARR|ARR||||
ENVS-130-A|4||Environmental Forays|||VALD|362|12:45PM|02:15PM|TR|
ENVS-130L-A|0||Environmental Forays Lab|||ARR|ARR|02:30PM|04:00PM|T|
ENVS-133-A|4||Environmental Conservation|Tex|Sordahl|VALD|262|12:45PM|02:15PM|TR|
ENVS-133L-A01|0||Environmental Cons. Lab|Tex|Sordahl|VALD|271|02:30PM|04:00PM|T|
ENVS-133L-A02|0||Environmental Cons. Lab|Tex|Sordahl|VALD|271|02:30PM|04:00PM|R|
ENVS-175-A|2||Introduction to GIS|Laura|Peterson|VALD|377|02:30PM|04:00PM|R|
ENVS-239-A|4||ST:Sustainable Food Sys|Jon|Jensen|VALD|362|02:30PM|04:00PM|TR|
ENVS-310-A|4||Earth: Evol of Habitable Plan|Laura|Peterson|VALD|384|12:15PM|01:15PM|MWF|
ENVS-310L-A01|0||Earth:Evol Hab Plan Lab|Laura|Peterson|VALD|384|01:30PM|04:30PM|W|
ENVS-485-A|4||Sem:Sust Dev,Policy,Analysis|Stratis|Giannakouros|SAMP|232|11:00AM|12:30PM|TR|
ENVS-490-A|1|4|Senior Project|Laura|Peterson|ARR|ARR||||
FCUL-139-A|4||China in the World|Hongmei|Yu|MAIN|218|02:30PM|04:00PM|TR|
FCUL-239-A|4||Special Topic: Putin's Russia|Laurie|Iudin-Nelson|MAIN|211|08:00AM|09:30AM|TR|
FCUL-341-A|4||Russian Life and Culture|Joy|Conrad|LARS|120|12:45PM|02:15PM|TR|
FREN-101-A|4||Elementary French I|||VALD|349|11:00AM|12:00PM|MWF|
FREN-101-B|4||Elementary French I|||MAIN|213|01:30PM|02:30PM|MWF|
FREN-102-A|4||Elementary French II|Laurie|Zaring|MAIN|214|11:00AM|12:00PM|MWF|
FREN-201-A|4||Intermediate French|Anne-Marine|Feat|MAIN|213|12:15PM|01:15PM|MWF|
FREN-202-A|4||Intermediate French|Anne-Marine|Feat|MAIN|217|11:00AM|12:30PM|TR|
FREN-344-A|4||Advanced Grammar & Composition|Anne-Marine|Feat|MAIN|214|12:45PM|02:15PM|TR|
FREN-464-A|4||Francophone Lit & Cultures|||MAIN|214|11:00AM|12:30PM|TR|
FREN-490-A|1|4|Senior Project|Anne-Marine|Feat|ARR|ARR||||
GER-101-A|4||Elementary German I|Alexander|Steding|MAIN|218|08:00AM|09:00AM|MWF|
GER-101-B|4||Elementary German I|Alexander|Steding|MAIN|218|09:15AM|10:15AM|MWF|
GER-102-A|4||Elementary German II|Elizabeth|Steding|MAIN|217|12:15PM|01:15PM|MWF|
GER-201-A|4||Intermediate German|Ruth|Kath|MAIN|214|09:15AM|10:15AM|MWF|
GER-202-A|4||Conversation and Comprehension|Ruth|Kath|MAIN|114|11:00AM|12:00PM|MWF|
GER-470-A|4||Topics in German Lit & Culture|Ruth|Kath|MAIN|211|12:15PM|01:15PM|MWF|
GER-490-A|1|4|Senior Project|||ARR|ARR||||
GRK-101-A|4||Elementary Greek I|Danny|Davis|MAIN|116A|11:00AM|12:00PM|MWF|
GRK-201-A|4||Intermediate Greek|Philip|Freeman|ARR|ARR||||
GRK-490-A|4||Senior Project|Philip|Freeman,Davis|ARR|ARR||||
GS-110-A|2||Critical Reading and Learning|Bruce|Arendt|OLIN|107|12:45PM|01:30PM|TR|
GS-110-B|2||Critical Reading and Learning|Gwen|Van Gerpen|OLIN|108|12:45PM|01:30PM|TR|
GS-110-C|2||Critical Reading and Learning|Cheryl|Wieseler|OLIN|107|08:00AM|08:45AM|TR|
GS-110-D|2||Critical Reading and Learning|Cheryl|Wieseler|OLIN|107|11:00AM|11:45AM|TR|
GS-110-E|2||Critical Reading and Learning|Cheryl|Wieseler|OLIN|209|12:45PM|01:30PM|TR|
HEB-101-A|4||Elementary Hebrew I|Kristin|Swanson|VALD|369|12:45PM|02:15PM|TR|
HIST-101-A|4||Intro to Hist U.S. for El Edu|Mark|Rhodes|KORE|217|02:30PM|04:00PM|TR|
HIST-111-A|4||Survey of US History to 1877|Edward|Tebbenhoff|KORE|120|11:00AM|12:00PM|MWF|
HIST-126-A|4||Human Geography|Mark|Rhodes|MAIN|112|06:00PM|09:00PM|M|
HIST-135-A|4||African-American History|Lauren|Anderson|VALD|252|01:30PM|02:30PM|MWF|
HIST-149-A|4||Europe to 1648|Victoria|Christman|VALD|349|09:15AM|10:15AM|MWF|
HIST-171-A|4||History of Africa to 1880|Richard|Mtisi|LOYA|10|12:15PM|01:15PM|MWF|
HIST-256-A|4||Scand Immigration History|Anna|Peterson|MAIN|112|02:30PM|04:00PM|TR|
HIST-271-A|4||African Diaspora|Richard|Mtisi|VALD|375|09:15AM|10:15AM|MWF|
HIST-290-A|4||Gender and Women's History|||OLIN|206|01:30PM|02:30PM|MWF|
HIST-321-A|4||Top US Hist:Civil War & Recon|Edward|Tebbenhoff|KORE|117|12:15PM|01:15PM|MWF|
HIST-361-A|4||Topics in East Asian History|||VALD|242|11:00AM|12:30PM|TR|
HIST-485-A|4|| Jr/Sr Sem- Era of Amer Revol|Edward|Tebbenhoff|VALD|242|12:45PM|02:15PM|TR|
HIST-490-A|2||Senior Project|Robert|Christman,Tebbenhoff|ARR|ARR||||
HLTH-125-A|2||Nutrition I|Amber|Suckow|REGE|305|11:00AM|12:00PM|MWF|First 7 weeks
HLTH-126-A|2||Nutrition II|Brian|Solberg|REGE|305|11:00AM|12:00PM|MWF|Second 7 weeks
HLTH-201-A|2||Foundations Health Education|Jacquelyn|Wright|REGE|218|11:00AM|12:00PM|MWF|First 7 weeks
HLTH-233-A|4||Mental/Emot Health:Stress Mgt|Jacquelyn|Wright|REGE|224|12:15PM|01:15PM|MWF|
HLTH-249-A|4||Personal & Community Health|Gregory|Lonning|REGE|224|11:00AM|12:30PM|TR|
HLTH-343-A|2||Health Educ Cont, Meth & Asses|Jacquelyn|Wright|REGE|218|08:00AM|09:30AM|TR|Second 7 weeks
HLTH-380-A|2|8|Internship|Gregory|Lonning|ARR|ARR||||
HLTH-381-A|1|4|Internship|Gregory|Lonning|ARR|ARR||||
HLTH-465-A|2||Current Issues in Health|Jacquelyn|Wright|REGE|218|11:00AM|12:00PM|MWF|Second 7 weeks
HLTH-490-A|1||Senior Project|Ellen|Drewes-Stoen|ARR|ARR||||
INSYS-250-A|4||Data Ana Bus Dec-Making|Alexandra|White|OLIN|213|09:15AM|10:15AM|MWF|
INSYS-250-B|4||Data Ana Bus Dec-Making|Matthew|Bills|OLIN|213|01:30PM|02:30PM|MWF|
INTS-130-A|1||Scholars Colloquium|Robin|Larson|ARR|ARR|11:00AM|12:00PM|T|
INTS-130-B|1||Scholars Colloquium|Amy|Weldon|ARR|ARR|03:00PM|04:00PM|T|
INTS-130-C|1||Scholars Colloquium|Bradley|Chamberlain|ARR|ARR|08:30AM|09:30AM|R|
INTS-130-D|1||Scholars Colloquium|Anne-Marine|Feat|ARR|ARR|05:15PM|06:15PM|R|
INTS-203-A|4||Shaking the Foundations:|Robert|Christman|KORE|120|08:00AM|09:30AM|TR|
INTS-350-A|1||Civic Engagement|Olga|Rinco|VALD|371|02:30PM|03:30PM|T|
IS-485-A|4||International Studies Seminar|Victoria|Christman|LARS|120|06:30PM|09:30PM|M|
IS-490-A|1|2|Senior Project|Victoria|Christman|ARR|ARR||||
ITAL-101-A|4||Beginning Italian I|Francesca|De Santis|MAIN|213|11:00AM|12:00PM|MWF|
LAT-101-A|4||Elementary Latin I|Anne|Bulliung|MAIN|112|09:15AM|10:15AM|MWF|
LAT-101-B|4||Elementary Latin I|Anne|Bulliung|MAIN|112|11:00AM|12:00PM|MWF|
LAT-101-C|4||Elementary Latin I|Anne|Bulliung|MAIN|112|12:15PM|01:15PM|MWF|
LAT-201-A|4||Intermediate Latin|Philip|Freeman|MAIN|116A|01:30PM|02:30PM|MWF|
LAT-301-A|4||Advanced Latin Prose|Philip|Freeman|ARR|ARR||||
LAT-490-A|4||Senior Project|Philip|Freeman,Davis|ARR|ARR||||
LING-131-A|4||Intro to Linguistics|Laurie|Zaring|MAIN|213|09:15AM|10:15AM|MWF|
LING-241-A|4||Breaking the Language Barrier|Laurie|Zaring|MAIN|213|12:45PM|02:15PM|TR|
LING-389-A|1||Directed Research|Laurie|Zaring|ARR|ARR||||
LING-490-A|1|4|Senior Project|Laurie|Zaring|ARR|ARR||||
MATH-110-A|4||Mathematics in Our World|Cheryl|Wangsness|OLIN|112|08:00AM|09:00AM|MWF|
MATH-115-A|4||Introduction to Statistics|David|Mitchell|OLIN|104|08:00AM|09:00AM|MWF|
MATH-115-B|4||Introduction to Statistics|David|Mitchell|OLIN|104|12:15PM|01:15PM|MWF|
MATH-123-A|4||Mathematic for El School Teach|Cheryl|Wangsness|OLIN|108|12:15PM|01:15PM|MWF|
MATH-123-B|4||Mathematic for El School Teach|Cheryl|Wangsness|OLIN|108|01:30PM|02:30PM|MWF|
MATH-140-A|4||Precalc W Derivative|Joyce|Becker|OLIN|106|08:00AM|09:00AM|MWF|
MATH-140-B|4||Precalc W Derivative|Ruth|Berger|OLIN|104|09:15AM|10:15AM|MWF|
MATH-140-C|4||Precalc W Derivative|Ruth|Berger|OLIN|104|11:00AM|12:00PM|MWF|
MATH-140-D|4||Precalc W Derivative|Joyce|Becker|OLIN|106|12:15PM|01:15PM|MWF|
MATH-140-E|4||Precalc W Derivative|Michael|Johnson|OLIN|104|01:30PM|02:30PM|MWF|
MATH-140-F|4||Precalc W Derivative|Michael|Johnson|OLIN|104|02:45PM|03:45PM|MWF|
MATH-151-A|4||Calculus I|Kyle|Fey|OLIN|105|08:00AM|09:00AM|MWF|
MATH-151-B|4||Calculus I|Joyce|Becker|OLIN|106|09:15AM|10:15AM|MWF|
MATH-151-C|4||Calculus I|Steven|Hubbard|OLIN|112|11:00AM|12:00PM|MWF|
MATH-151-D|4||Calculus I|Steven|Hubbard|OLIN|105|12:15PM|01:15PM|MWF|
MATH-152-A|4||Calculus II|Richard|Bernatz|OLIN|108|08:00AM|09:00AM|MWF|
MATH-152-B|4||Calculus II|Eric|Westlund|OLIN|108|09:15AM|10:15AM|MWF|
MATH-152-C|4||Calculus II|Richard|Bernatz|OLIN|105|11:00AM|12:00PM|MWF|
MATH-152-D|4||Calculus II|Eric|Westlund|OLIN|113|12:15PM|01:15PM|MWF|
MATH-220-A|4||Discrete Structures|Eric|Westlund|OLIN|112|01:30PM|02:30PM|MWF|
MATH-240-A|4||Linear Algebra|Kyle|Fey|OLIN|105|09:15AM|10:15AM|MWF|
MATH-240-B|4||Linear Algebra|Kyle|Fey|OLIN|106|11:00AM|12:00PM|MWF|
MATH-258-A|4||Chaotic Dynamical Systems|Michael|Johnson|OLIN|108|11:00AM|12:00PM|MWF|
MATH-321-A|4||Probability and Statistics I|Paul|Savariappan|OLIN|113|11:00AM|12:00PM|MWF|
MATH-321-B|4||Probability and Statistics I|Paul|Savariappan|OLIN|201|01:30PM|02:30PM|MWF|
MATH-327-A|4||Applied Stats I|Paul|Savariappan|OLIN|113|09:15AM|10:15AM|MWF|
MATH-351-A|4||Ordinary Differential Equat|Richard|Bernatz|OLIN|106|01:30PM|02:30PM|MWF|
MATH-471-A|4||Abstract Algebra I|Ruth|Berger|OLIN|113|01:30PM|02:30PM|MWF|
MATH-490-A|1|4|Senior Project|Eric|Westlund,Fey,Becker,Johnson,Bernatz,Berger,Hubbard|ARR|ARR||||
MGT-150-A|4||Statistics|Timothy|Schweizer|OLIN|213|12:15PM|01:15PM|MWF|
MGT-240-A|4||Principles of Management|Gregory|Patton|OLIN|207|11:00AM|12:00PM|MWF|
MGT-240-B|4||Principles of Management|Alexandra|White|OLIN|207|12:15PM|01:15PM|MWF|
MGT-240-C|4||Principles of Management|Alexandra|White|OLIN|207|01:30PM|02:30PM|MWF|
MGT-339-A|4||ST:Electronic Commerce|Donald|Jones|OLIN|213|11:00AM|12:30PM|TR|
MGT-351-A|4||Principles of Marketing|Donald|Jones|OLIN|101|08:00AM|09:00AM|MWF|
MGT-351-B|4||Principles of Marketing|Donald|Jones|OLIN|101|11:00AM|12:00PM|MWF|
MGT-352-A|4||Human Resource Management|Gregory|Patton|OLIN|207|11:00AM|12:30PM|TR|
MGT-353-A|4||Financial Management|||OLIN|101|09:15AM|10:15AM|MWF|
MGT-353-B|4||Financial Management|||OLIN|101|12:15PM|01:15PM|MWF|
MGT-366-A|4||Creativity and Innovation|Timothy|Schweizer|OLIN|208|06:30PM|09:30PM|M|
MGT-367-A|4||Organizational Behavior|Gregory|Patton|OLIN|207|12:45PM|02:15PM|TR|
MGT-490-A|1||Senior Project|Alexandra|White|ARR|ARR||||
MGT-490-B|1||Senior Project|Charles|Christianson|ARR|ARR||||
MGT-490-D|1||Senior Project|Charles|Gomersall|ARR|ARR||||
MGT-490-E|1||Senior Project|Steven|Holland|ARR|ARR||||
MGT-490-G|1||Senior Project|Wade|Shilts|ARR|ARR||||
MGT-490-H|1||Senior Project|Donald|Jones|OLIN|209|02:30PM|03:45PM|T|
MGT-490-I|1||Senior Project|Gregory|Patton|ARR|ARR||||
MGT-490-J|1||Senior Project|Timothy|Schweizer|ARR|ARR||||
MUS-111-A|2||The Materials of Music|Linda|Martin|JENS|123|08:15AM|09:00AM|WF|
MUS-115-A|1||Class Instruction: Piano|Marjorie|Wharton|JENS|174|11:00AM|11:40AM|MW|
MUS-115-A|1||Class Instruction: Guitar|Peter|Lingen|ARR|ARR|11:00AM|11:40AM|M|
MUS-115-A|1||Class Instruction: Voice|Kylie|Toomer|ARR|ARR||||
MUS-115-B|1||Class Instruction: Piano|Xiao|Hu|JENS|174|02:30PM|03:10PM|TR|
MUS-116-A|1||Class Instruction: Piano|Marjorie|Wharton|JENS|174|09:15AM|09:55AM|MW|
MUS-116-B|1||Class Instruction: Piano|||JENS|174|12:15PM|12:55PM|MW|
MUS-116-C|1||Class Instruction: Piano|Du|Huang|JENS|174|11:00AM|11:40AM|TR|
MUS-116-D|1||Class Instruction: Piano|Xiao|Hu|JENS|174|03:20PM|04:00PM|TR|
MUS-117-A|1||Class Instruction: Piano|Marjorie|Wharton|JENS|174|08:00AM|08:40AM|TR|
MUS-117-B|1||Class Instruction: Piano|Marjorie|Wharton|JENS|174|08:50AM|09:30AM|TR|
MUS-117-C|1||Class Instruction: Piano|Du|Huang|JENS|174|11:50AM|12:30PM|TR|
MUS-117-D|1||Class Instruction: Piano|Marjorie|Wharton|JENS|174|12:45PM|01:25PM|TR|
MUS-117-E|1||Class Instruction: Piano|Marjorie|Wharton|JENS|174|01:35PM|02:15PM|TR|
MUS-118-A|0||Prep for Piano Proficency Test|Du|Huang|ARR|ARR||||
MUS-121-A|3||Theory I|Amy|Engelsdorfer|OLIN|B1|08:00AM|09:00AM|MWF|
MUS-121-B|3||Theory I|Heather|Armstrong|JENS|125|09:15AM|10:15AM|MWF|
MUS-121-C|3||Theory I|Miko|Kominami|JENS|125|11:00AM|12:00PM|MWF|
MUS-121-D|3||Theory I|Amy|Engelsdorfer|JENS|CHOIR|12:15PM|01:15PM|MWF|
MUS-121L-A|1||Ear Training I|Linda|Martin|JENS|123|08:50AM|09:30AM|TR|
MUS-121L-B|1||Ear Training I|Linda|Martin|OLIN|B1|11:00AM|11:40AM|TR|
MUS-121L-C|1||Ear Training I|Linda|Martin|OLIN|B1|11:50AM|12:30PM|TR|
MUS-121L-D|1||Ear Training I|||OLIN|B1|02:30PM|03:10PM|TR|
MUS-121L-E|1||Ear Training I|||OLIN|B1|03:20PM|04:00PM|TR|
MUS-121L-F|1||Ear Training I|Rebecca|Shaffer|JENS|125|11:00AM|11:40AM|TR|
MUS-122-A|3||Theory II|Linda|Martin|JENS|125|08:00AM|09:00AM|MWF|
MUS-130-A|1|2|Private Instruction-Lute|Peter|Lingen|ARR|ARR||||
MUS-130-A|1|2|Private Instructn-French Horn|Rebecca|Shaffer|ARR|ARR||||
MUS-130-A|1|2|Private Instruction-Euphonium|Michael|Smith,Yates|ARR|ARR||||
MUS-130-A|1|2|Private Instruction-Clarinet|Michael|Chesher|ARR|ARR||||
MUS-130-A|1|2|Private Instruction-Saxophone|Michael|Chesher,Postudensek Hart|ARR|ARR||||
MUS-130-A|1|2|Private Instruction-Bassoon|Helen|James|ARR|ARR||||
MUS-130-A|1|2|Private Instruction-Flute|Carol|Hester,Leffler|ARR|ARR||||
MUS-130-A|1|2|Private Instruction-Guitar|Peter|Lingen|ARR|ARR||||
MUS-130-A|1|2|Private Instruction-Harp|Ann|Benjamin|ARR|ARR||||
MUS-130-A|1|2|Private Instruction-Bass|Rolf|Erdahl,Kutz|ARR|ARR||||
MUS-130-A|1|2|Private Instruction-Cello|Eric|Kutz|ARR|ARR||||
MUS-130-A|1|2|Private Instruction-Viola|Spencer|Martin,Kutz|ARR|ARR||||
MUS-130-A|1|2|Private Instruction-Oboe|Heather|Armstrong|ARR|ARR||||
MUS-130-A|1|2|Private Instruction-Voice|||ARR|ARR||||
MUS-130-A|1|2|Private Instruction-Organ|Gregory|Peterson|ARR|ARR||||
MUS-130-A|1|2|Private Instructn-Harpsichord|Kathryn|Reed|ARR|ARR||||
MUS-130-A|1|2|Private Instruction-Piano|John|Strauss,Huang,Hu,Kominami,Wharton|ARR|ARR||||
MUS-130-A|1|2|Private Instruction-Trumpet|John|Cord,Ailabouni|ARR|ARR||||
MUS-130-A|1|2|Private Instruction-Trombone|Michael|Smith,Yates|ARR|ARR||||
MUS-130-A|1|2|Private Instruction-Tuba|Michael|Smith,Yates|ARR|ARR||||
MUS-130-A|1|2|Private Instructn-Percussion|Michael|Geary|ARR|ARR||||
MUS-130-A|1|2|Private Instruction-Violin|Virginia|Strauss,Kutz,Travers|ARR|ARR||||
MUS-130-A|1|2|Priv Instruction: Jazz Improv|Jonathan|Ailabouni|ARR|ARR||||
MUS-130-B|1|2|Private Instruction-Voice|Harold|Andereck|ARR|ARR||||
MUS-130-C|1|2|Private Instruction-Voice|Robert|Ashcraft,Andereck|ARR|ARR||||
MUS-130-D|1|2|Private Instruction-Voice|Kristin|Hightower,Andereck|ARR|ARR||||
MUS-130-E|1|2|Private Instruction-Voice|Harold|Andereck|ARR|ARR||||
MUS-130-F|1|2|Private Instruction-Voice|Karen|Kanakis,Andereck,Phillips|ARR|ARR||||
MUS-130-G|1|2|Private Instruction-Voice|Jacob|Lassetter,Andereck|ARR|ARR||||
MUS-130-H|1|2|Private Instruction-Voice|Andrew|Last,Andereck|ARR|ARR||||
MUS-130-I|1|2|Private Instruction-Voice|Gary|Moss,Andereck|ARR|ARR||||
MUS-130-J|1|2|Private Instruction-Voice|Jonathon|Struve,Andereck|ARR|ARR||||
MUS-130-K|1|2|Private Instruction-Voice|Kylie|Toomer,Andereck|ARR|ARR||||
MUS-130-L|1|2|Private Instruction-Voice|Harold|Andereck|ARR|ARR||||
MUS-130-M|1|2|Private Instruction-Voice|Aliyah|Richling,Andereck|ARR|ARR||||
MUS-130-N|1|2|Private Instruction-Voice|Beth|Westlund,Andereck|ARR|ARR||||
MUS-130-O|1|2|Private Instruction-Voice|Carla|Hanson,Andereck|ARR|ARR||||
MUS-130-P|1|2|Private Instruction-Voice|Andrew|Whitfield,Andereck|ARR|ARR||||
MUS-131-A|3||Honors Theory I|Amy|Engelsdorfer|OLIN|B1|09:15AM|10:15AM|MWF|
MUS-131L-A|1||Honors Ear Training I|Amy|Engelsdorfer|JENS|123|08:00AM|08:40AM|TR|
MUS-139-A|4||Music as Culture|||OLIN|B1|11:00AM|12:00PM|MWF|
MUS-139-A|1||Musicianship Workshop|||JENS|123|07:00PM|08:00PM|M|
MUS-145-A|1||Orchestral Reper for Harp|Ann|Benjamin|JENS|176||||
MUS-227-A|2||Music/Perf Arts Elem Classrm|Juan|Guzman|CART|217|12:15PM|01:15PM|MWF|
MUS-230-A|1|2|Private Instruction-Organ|Gregory|Peterson|ARR|ARR||||
MUS-230-A|1|2|Private Instructn-Harpsichord|Kathryn|Reed|ARR|ARR||||
MUS-230-A|1|2|Private Instruction-Piano|John|Strauss,Huang,Hu,Kominami,Wharton|ARR|ARR||||
MUS-230-A|1|2|Private Instruction-Trumpet|John|Cord,Ailabouni|ARR|ARR||||
MUS-230-A|1|2|Private Instruction-Trombone|Michael|Smith,Yates|ARR|ARR||||
MUS-230-A|1|2|Private Instruction-Tuba|Michael|Smith,Yates|ARR|ARR||||
MUS-230-A|1|2|Private Instructn-French Horn|Rebecca|Shaffer|ARR|ARR||||
MUS-230-A|1|2|Private Instruction-Euphonium|Michael|Smith,Yates|ARR|ARR||||
MUS-230-A|1|2|Private Instructn-Percussion|Michael|Geary|ARR|ARR||||
MUS-230-A|1|2|Private Instruction-Violin|Virginia|Strauss,Kutz,Travers|ARR|ARR||||
MUS-230-A|1|2|Private Instruction-Viola|Spencer|Martin,Kutz|ARR|ARR||||
MUS-230-A|1|2|Private Instruction-Cello|Eric|Kutz|ARR|ARR||||
MUS-230-A|1|2|Private Instruction-Bass|Rolf|Erdahl,Kutz|ARR|ARR||||
MUS-230-A|1|2|Private Instruction-Clarinet|Michael|Chesher|ARR|ARR||||
MUS-230-A|1|2|Private Instruction-Saxophone|Michael|Chesher,Postudensek Hart|ARR|ARR||||
MUS-230-A|1|2|Private Instruction-Oboe|Heather|Armstrong|ARR|ARR||||
MUS-230-A|1|2|Private Instruction-Bassoon|Helen|James|ARR|ARR||||
MUS-230-A|1|2|Private Instruction-Flute|Carol|Hester,Leffler|ARR|ARR||||
MUS-230-A|1|2|Private Instruction-Guitar|Peter|Lingen|ARR|ARR||||
MUS-230-A|1|2|Private Instruction-Harp|Ann|Benjamin|ARR|ARR||||
MUS-230-A|1|2|Private Instruction-Lute|Peter|Lingen|ARR|ARR||||
MUS-230-A|1|2|Priv Instruction: Jazz Improv.|Jonathan|Ailabouni|ARR|ARR||||
MUS-230-B|1|2|Private Instruction-Voice|Harold|Andereck|ARR|ARR||||
MUS-230-C|1|2|Private Instruction-Voice|Robert|Ashcraft,Andereck|ARR|ARR||||
MUS-230-D|1|2|Private Instruction-Voice|Harold|Andereck,Hightower|ARR|ARR||||
MUS-230-E|1|2|Private Instruction-Voice|Harold|Andereck|ARR|ARR||||
MUS-230-F|1|2|Private Instruction-Voice|Karen|Kanakis,Andereck,Phillips|ARR|ARR||||
MUS-230-G|1|2|Private Instruction-Voice|Jacob|Lassetter,Andereck|ARR|ARR||||
MUS-230-H|1|2|Private Instruction-Voice|Andrew|Last,Andereck|ARR|ARR||||
MUS-230-I|1|2|Private Instruction-Voice|Harold|Andereck,Moss|ARR|ARR||||
MUS-230-J|1|2|Private Instruction-Voice|Jonathon|Struve,Andereck|ARR|ARR||||
MUS-230-K|1|2|Private Instruction-Voice|Kylie|Toomer,Andereck|ARR|ARR||||
MUS-230-L|1|2|Private Instruction-Voice|Harold|Andereck|ARR|ARR||||
MUS-230-M|1|2|Private Instruction-Voice|Aliyah|Richling,Andereck|ARR|ARR||||
MUS-230-N|1|2|Private Instruction-Voice|Beth|Westlund,Andereck|ARR|ARR||||
MUS-230-O|1|2|Private Instruction-Voice|Carla|Hanson,Andereck|ARR|ARR||||
MUS-230-P|1|2|Private Instruction-Voice|Andrew|Whitfield,Andereck|ARR|ARR||||
MUS-230-Q|1|2|Private Instruction-Voice|Harold|Andereck|ARR|ARR||||
MUS-231-A|3||Theory III|Jason|Britton|JENS|CHOIR|08:00AM|09:00AM|MWF|
MUS-231-B|3||Theory III|Jason|Britton|JENS|123|11:00AM|12:00PM|MWF|
MUS-231-C|3||Theory III|Jason|Britton|JENS|123|12:15PM|01:15PM|MWF|
MUS-231-D|3||Theory III|Margaret|Britton|JENS|123|01:30PM|02:30PM|MWF|
MUS-231L-A|1||Ear Training III|Kathryn|Reed|JENS|125|08:00AM|08:40AM|TR|
MUS-231L-B|1||Ear Training III|Kathryn|Reed|JENS|125|08:50AM|09:30AM|TR|
MUS-231L-C|1||Ear Training III|William|Joyce|JENS|123|11:00AM|11:40AM|TR|
MUS-231L-D|1||Ear Training III|Jason|Britton|JENS|125|11:50AM|12:30PM|TR|
MUS-231L-E|1||Ear Training III|William|Joyce|JENS|123|11:50AM|12:30PM|TR|
MUS-238-A|1||Composition Workshop|Steven|Smith|JENS|125|07:00PM|08:30PM|M|
MUS-250-A|2||Intro to Conducting|Jennaya|Robison|JENS|SUNDT|08:00AM|09:30AM|TR|
MUS-250-B|2||Intro to Conducting|Allen|Hightower|JENS|CHOIR|08:00AM|09:30AM|TR|
MUS-250-C|2||Intro to Conducting|Daniel|Baldwin|JENS|ORCH|08:00AM|09:30AM|TR|
MUS-250-D|2||Intro to Conducting|Joan|deAlbuquerque|JENS|SPER|08:00AM|09:30AM|TR|
MUS-273-A|1||Chamber Music|Michael|Smith,Armstrong,Hester,Strauss,Strauss,Guzman,Lingen,Kominami,Shaffer,Yates,Hightower,Ailabouni,Kromholz,Kutz,Medisky,Martin|ARR|ARR||||
MUS-273-B|1||Chamber Music|Michael|Smith,Armstrong,Hester,Strauss,Strauss,Guzman,Lingen,Kominami,Shaffer,Yates,Hightower,Ailabouni,Kromholz,Medisky,Kutz,Martin|ARR|ARR||||
MUS-300-A|0||Music Ensemble: Concert Band|Joan|deAlbuquerque|JENS|SPER|12:15PM|01:15PM|MWF|
||||||JENS|SPER|04:15PM|05:45PM|TR|
MUS-300-A|0||Music Ensemble: Varsity Band|Joan|deAlbuquerque|JENS|SPER|02:30PM|04:00PM|TR|
MUS-300-A|0||Music Ensemble: Chamber Orches|Daniel|Baldwin|JENS|ORCH|04:00PM|05:30PM|WF|
MUS-300-A|0||Music Ensemble: Symphony Orche|Daniel|Baldwin|JENS|ORCH|04:00PM|05:30PM|M|
||||||JENS|ORCH|04:15PM|05:45PM|TR|
MUS-300-A|0||Music Ensemble: Jazz Orchestra|Juan|Guzman|JENS|ORCH|02:45PM|03:45PM|MWF|
||||||JENS|ORCH|02:30PM|03:30PM|TR|
MUS-300-A|0||Music Ensemble: Jazz Band|Jonathan|Ailabouni|JENS|ORCH|12:45PM|02:15PM|TR|
MUS-300-A|0||Music Ensemble: Nordic Choir|Allen|Hightower|JENS|CHOIR|04:00PM|05:00PM|MWF|
||||||JENS|CHOIR|04:15PM|05:15PM|TR|
MUS-300-A|0||Music Ensemble: Collegiate Cho|Andrew|Last|JENS|NRH|02:45PM|03:45PM|MWF|
MUS-300-A|0||Music Ensemble: Cathedral Choi|Jennaya|Robison|JENS|CHOIR|02:45PM|03:45PM|MWF|
MUS-300-A|0||Music Ensemble: Collegium Musi|Kathryn|Reed|JENS|CHOIR|07:30PM|09:00PM|MW|
||||||JENS|NRH|05:30PM|06:30PM||
MUS-300-A|0||Music Ensemble: Norsemen|Andrew|Last|JENS|CHOIR|01:30PM|02:30PM|MWF|
